store,websites,attribute_set,type,category_ids,sku,has_options,exclude_from_supply_needs,name,image,small_image,thumbnail,url_key,url_path,options_container,image_label,small_image_label,thumbnail_label,gift_message_available,search_priority,categories_text,deal_start_time,deal_stop_time,price,special_price,cost,weight,price_unit,price_unit_origin,market_price,status,tax_class_id,visibility,enable_googlecheckout,links_exist,inchoo_featured_product,landing_page,product_unit,tilbud,netpris,calculated_unit,weight_unit,ordered_qty,reserved_qty,has_deal,special_from_date,special_to_date,description,short_description,meta_keyword,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_automatically,use_config_qty_increments,qty_increments,use_config_enable_qty_increments,enable_qty_increments,stock_ordered_qty,stock_reserved_qty,stock_ordered_qty_for_valid_orders,shelf_location,is_favorite_warehouse,ideal_stock_level,use_config_ideal_stock_level,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,meta_title,meta_description,custom_design,page_layout,aktuelt,retter,pant_sku,is_recurring,is_imported,show_on_homepage,alphabetAtribute,news_from_date,news_to_date,custom_design_from,custom_design_to,custom_layout_update,num_persons,warehouse,warehouse_location,purch_qty,purch_unit,purch_weight,externalitemid,productunit,productcncode,manufacturer,brand,brand_owner,default_supply_delay,purchase_tax_rate,manual_supply_need_qty,outofstock_period_enabled,manual_supply_need_comments,manual_supply_need_date,outofstock_period_from,outofstock_period_to,product_alcohol,product_excise_tax,upsell_targetrule_position_limit,upsell_targetrule_position_behavior,related_targetrule_position_limit,related_targetrule_position_behavior,price_group,waiting_for_delivery_qty,supply_date
danmark,danmark,todoor,simple,,5702070325001,0,0,Futura Let Hostesaft,/5/7/5702070325001png,/5/7/5702070325001png,/5/7/5702070325001png,futura-let-hostesaft,futura-let-hostesaft.html,Block after Info Column,,,,Use config,10000,Personlig Pleje>Helse;Produkter>PersonligPleje,,,49.95,,,200,249.75,,,Disabled,DK25,"Catalog, Search",Yes,0,0,AXELLUS A/S,Kg,No,No,Gram,Kg,0,0,,,,"Host-let, oral opløsning. 

Anvendelse: Slimløsnende naturlægemiddel ved hoste i kortere perioder.

Husk at læse oplysninger i indlægssedlen eller på emballagen samt andre oplysninger.

Ingredienser pr. ml:
98,5 mg ekstrakt af lakridsrod (3:1), svarende til 4,64 mg glycyrrhizinsyre. Ekstraktionsmiddel: Vand.
Hjælpestoffer: Koncentreret amoniakopløsning, ammoniumchlorid (E510), ethanol 96%, methylparahydroxybenzoat (E218), pebermynteolie, polysorbat 80 (E433), propylparahydroxybenzoat (E216), renset vand. Indeholder ethanol 1,1 vol%.",PERSONLIG PLEJE & PARFUME Helse & Vitamin Kosttilskud,"futura, let, hostesaft, slimopløsende, hoste, middel",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Futura Let Hostesaft,2,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,7046260298606,0,0,Nicorette Fruitmint Tyggegummi,/7/0/7046260298606png,/7/0/7046260298606png,/7/0/7046260298606png,nicorette-fruitmint-tyggegummi,nicorette-fruitmint-tyggegummi.html,Block after Info Column,,,,Use config,10000,Personlig Pleje>Apotek;Produkter>PersonligPleje,,,39.95,,,0,39.95,,,Disabled,DK25,"Catalog, Search",Yes,0,0,MCNEIL,Kg,No,No,Kg,Kg,0,0,,,,Nicorette Fruitmint Tyggegummi,PERSONLIG PLEJE & PARFUME Apoteket Rygeafvænning,"nicorette, fruitmint, tyggegummi, rygestop, nikotin",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Nicorette Fruitmint Tyggegummi,2,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,7046260298873,0,0,Nicorette Fruitmint Tyggegummi,/7/0/7046260298873png,/7/0/7046260298873png,/7/0/7046260298873png,nicorette-fruitmint-tyggegummi,nicorette-fruitmint-tyggegummi-5477.html,Block after Info Column,,,,Use config,10000,Personlig Pleje>Apotek;Produkter>PersonligPleje,,,57.95,,,0,57.95,,,Disabled,DK25,"Catalog, Search",Yes,0,0,MCNEIL,Kg,No,No,Kg,Kg,0,0,,,,Nicorette Fruitmint Tyggegummi,PERSONLIG PLEJE & PARFUME Apoteket Rygeafvænning,"nicorette, fruitmint, tyggegummi, rygestop, nikotin",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Nicorette Fruitmint Tyggegummi,2,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,7046260298781,0,0,Nicorette Fruitmint Tyggegummi,/7/0/7046260298781png,/7/0/7046260298781png,/7/0/7046260298781png,nicorette-fruitmint-tyggegummi,nicorette-fruitmint-tyggegummi-5478.html,Block after Info Column,,,,Use config,10000,Personlig Pleje>Apotek;Produkter>PersonligPleje,,,199.95,,,0,199.95,,,Disabled,DK25,"Catalog, Search",Yes,0,0,MCNEIL,Kg,No,No,Kg,Kg,0,0,,,,Nicorette Fruitmint Tyggegummi,PERSONLIG PLEJE & PARFUME Apoteket Rygeafvænning,"nicorette, fruitmint, tyggegummi, rygestop, nikotin",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Nicorette Fruitmint Tyggegummi,2,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,7046263721859,0,0,Nicorette Nikotin Inhalator 18 stk,/7/0/7046263721859png,/7/0/7046263721859png,/7/0/7046263721859png,nicorette-nikotin-inhalator-18-stk,nicorette-nikotin-inhalator-18-stk.html,Block after Info Column,,,,Use config,10000,Personlig Pleje>Apotek;Produkter>PersonligPleje,,,99.95,,,0,99.95,,,Disabled,DK25,"Catalog, Search",Yes,0,0,MCNEIL,Kg,No,No,Kg,Kg,0,0,,,,Nicorette Nikotin Inhalator 18 stk,PERSONLIG PLEJE & PARFUME Apoteket Rygeafvænning,"nicorette, nikotin, inhalator, rygestop ",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Nicorette Nikotin Inhalator 18 stk,2,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,5702070252000,0,0,Livol Stærk B-Vitamin,/5/7/5702070252000png,/5/7/5702070252000png,/5/7/5702070252000png,livol-staerk-b-vitamin,livol-staerk-b-vitamin.html,Block after Info Column,,,,Use config,10000,Personlig Pleje>Helse;Produkter>PersonligPleje,,,45.95,,,0,45.95,,,Disabled,DK25,"Catalog, Search",Yes,0,0,AXELLUS A/S,Kg,No,No,Kg,Kg,0,0,,,,"Livol Mono Stærk B-Vitamin er sammensat af hele syv forskellige B-vitaminer. Alle B-vitaminer er vigtige for energistofskiftet, blandt andet for omdannelsen af kulhydrat til druesukker. B6 bidrager til at regulere hormonaktivitet og nervesystem. B12 og folsyre bidrager til produktion af røde blodlegemer og normal celledeling.

Antal: 100 stk.

Ingredienser:
Fyldemidler (dicalciumphosphat, mikrokrystallinsk cellulose), vitaminer (thiaminmononitrat, riboflavin, pyridoxinhydrochlorid, cyanocobalamin, folsyre, nikotinamid, calcium-D-pantothenat), maltodextrin, overfladebehandlingsmidler (magnesiumsalte af fedtsyrer, hydroxypropylmethylcellulose, carnauba voks), farvestof (jernoxid og jernhydroxider), fugtighedsbevarende middel (glycerol).",PERSONLIG PLEJE & PARFUME Helse & Vitamin Vitaminer,"livol, B-vitamin, vitaminer, kosttilskud",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Livol Stærk B-Vitamin,2,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,5702070254004,0,0,Livol Mono Stærk Syreneutral C-Vitamin,/5/7/5702070254004png,/5/7/5702070254004png,/5/7/5702070254004png,livol-mono-staerk-syreneutral-c-vitamin,livol-mono-staerk-syreneutral-c-vitamin.html,Block after Info Column,,,,Use config,10000,Personlig Pleje>Helse;Produkter>PersonligPleje,,,41.5,,,0,41.5,,,Disabled,DK25,"Catalog, Search",Yes,0,0,AXELLUS A/S,Kg,No,No,Kg,Kg,0,0,,,,"Vedligehold dit immunforsvar. Livol Mono Stærk C bidrager både til at vedligeholde immunforsvar og nervesystem, funktionerne i knogler, tænder, hud og blodkar. C-vitamin øger kroppens optagelse af jern fra grøntsager. C-vitamin har betydning for immunforsvaret i forbindelse med intens fysisk aktivitet.

Antal: 100 stk.

Ingredienser:
Vitamin (natriumascorbat, ascorbinsyre), fyldemidler (dicalciumphospat, mikrokrystallinsk cellulose), maltodextrin, overfladebehandlingsmiddel (magnesiumsalte af fedtsyrer).",PERSONLIG PLEJE & PARFUME Helse & Vitamin Vitaminer,"livol, mono, stærk, syreneutral, C-Vitamin, vitaminer, kosttilskud",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Livol Mono Stærk Syreneutral C-Vitamin,2,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,7046264397947,0,0,Otrivin Næsespray,/7/0/7046264397947png,/7/0/7046264397947png,/7/0/7046264397947png,otrivin-naesespray,otrivin-naesespray.html,Block after Info Column,,,,Use config,10000,Personlig Pleje>Apotek;Produkter>PersonligPleje,,,39.95,,,10,3995,,,Disabled,DK25,"Catalog, Search",Yes,0,0,NOVARTIS,Kg,No,No,Gram,Kg,0,0,,,,"Otrivin anvendes mod tilstoppet næse ved forkølelse og bihulebetændelse.

Virker ved at mindske slimhindehævelsen.",PERSONLIG PLEJE & PARFUME Apoteket Diverse Apotek,"otrivin, næsespray, næse, spray, håndkøb, medicin ",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Otrivin Næsespray,2,simple,,,,,,No layout updates,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,7046260045699,0,0,Pamol Tabletter Smertestillende,/7/0/7046260045699png,/7/0/7046260045699png,/7/0/7046260045699png,pamol-tabletter-smertestillende,pamol-tabletter-smertestillende.html,Block after Info Column,,,,Use config,10000,Personlig Pleje>Apotek;Produkter>PersonligPleje,,,9.95,,,0,9.95,,,Disabled,DK25,"Catalog, Search",Yes,0,0,AXELLUS A/S,Kg,No,No,Kg,Kg,0,0,,,,Pamol anvendes ved svage smerter. Midlet virker desuden febernedsættende.,PERSONLIG PLEJE & PARFUME Apoteket Smertestillende,"pamol, tabletter, smertestillende, medicin, håndkøb, piller",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Pamol Tabletter Smertestillende,2,simple,,,,,,No layout updates,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,5702070112502,0,0,Livol Multi Total Børnevitaminer med Jordbærsmag,/5/7/5702070112502png,/5/7/5702070112502png,/5/7/5702070112502png,livol-multi-total-bornevitaminer-med-jordbaersmag,livol-multi-total-bornevitaminer-med-jordbaersmag.html,Block after Info Column,,,,Use config,10000,Personlig Pleje>Helse;Produkter>PersonligPleje,,,109.95,,,0,109.95,,,Disabled,DK25,"Catalog, Search",Yes,0,0,AXELLUS A/S,Kg,No,No,Kg,Kg,0,0,,,,"Livol Multi Total Børn er tilpasset barnets særlige behov fra 1-10 år. Tabletten indeholder bl. a. kalk og D-vitamin, som understøtter barnets knogler, mens det vokser. Livol Multi Total Børn med jordbærsmag er sødet med sukker.

Antal: 175 stk.

Ingredienser:
Sukker, mineraler (calciumcarbonat, magnesiumhydroxid, carbonyl jern, zinoxid, cuprioxid, kaliumjodid, manganosulfat, chromichlorid, natriumselenit, natriummolybdat), vitaminer (retinylacetat, thiaminmononitrat, riboflavin, pyridoxinhydrochlorid, cyanocobalamin, folsyre, nikotinamid, calcium-D-pantothenat, ascorbinsyre, natriumascorbat, cholecalciferol, dl-a-tocopherylacetat), maltodextrin, overfladebehandlingsmidler (polyvinylpyrrolidon, magnesiumsalte af fedtsyrer, shellak), aroma, syre (citronsyre).",PERSONLIG PLEJE & PARFUME Helse & Vitamin Vitaminer,"livol, multi, total, børnevitaminer, jordbærsmag, vitaminer, kosttilskud",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Livol Multi Total Børnevitaminer med Jordbærsmag,2,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,7028156630219,0,0,Möllers Tran med Citrussmag,/7/0/7028156630219png,/7/0/7028156630219png,/7/0/7028156630219png,mollers-tran-med-citrussmag,mollers-tran-med-citrussmag.html,Block after Info Column,,,,Use config,10000,Personlig Pleje>Helse;Produkter>PersonligPleje,,,94.95,,,250,379.8,,,Disabled,DK25,"Catalog, Search",Yes,0,0,AXELLUS A/S,Liter,No,No,ml,Liter,0,0,,,,"Tran - naturens egen kilde til Omega-3 fedtsyrer og vitaminerne A og D. Omega-3 fedtsyrer har en stor næringsmæssig værdi, og er en vigtig bestanddel i alle kroppens celler. E-vitamin er en antioxidant, som beskytter cellerne mod iltning. Bliver fremstillet af kvalitetslever fra torks, fra 100% norsk arktisk fisk.

Ingredienser:
Torskelevertran, aromastoffer, dl-a-tocopherylacetat (vitamin E), retinylpalmitat (vitamin A), cholecalciferol (vitamin D), antioxidant (tocopherolrig ekstrakt).",PERSONLIG PLEJE & PARFUME Helse & Vitamin Kosttilskud,"möllers, møllers, tran, citrussmag, kosttilskud, omega-3",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Möllers Tran med Citrussmag,2,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,7046264112809,0,0,Benadryl Allergi Kapsler,/7/0/7046264112809png,/7/0/7046264112809png,/7/0/7046264112809png,benadryl-allergi-kapsler,benadryl-allergi-kapsler.html,Block after Info Column,,,,Use config,10000,Personlig Pleje>Apotek;Produkter>PersonligPleje,,,36.95,,,0,36.95,,,Disabled,DK25,"Catalog, Search",Yes,0,0,MCNEIL,Kg,No,No,Kg,Kg,0,0,,,,"Benadryl anvendes ved overfølsomhedsreaktioner, især nældefeber og høfeber.

Virker ved at hæmme virkningen af histamin, som medvirker ved udviklingen af den allergiske reaktion.
Begyndende virkning ses inden for ½ - 1 time og varer 8-12 timer.",PERSONLIG PLEJE & PARFUME Apoteket Diverse Apotek,"benadryl, allergi, kapsler, høfeber, histamin, håndkøb",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Benadryl Allergi Kapsler,2,simple,,,,,,No layout updates,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
